items,item_count,support,customers,churn_rate
Utilization_Level_High + Inactivity_Level_Moderate + Transaction_Amount_Level_Low,3,0.07317073170731707,741,0.23616734143049933
Transaction_Amount_Level_High + Utilization_Level_Low + Inactivity_Level_Moderate,3,0.07317073170731707,741,0.23616734143049933
Income_Category_$40K - $60K + Age_Group_Middle + Inactivity_Level_Moderate,3,0.07307198578058655,740,0.21351351351351353
Utilization_Level_Low + Age_Group_Middle + Transaction_Amount_Level_Low,3,0.0728744939271255,738,0.6056910569105691
Inactivity_Level_Many,1,0.07277574800039498,737,0.24559023066485752
Education_Level_Graduate + Utilization_Level_High + Inactivity_Level_Moderate,3,0.07277574800039498,737,0.10176390773405698
Age_Group_Young + Transaction_Count_Level_Low + Transaction_Amount_Level_Low,3,0.07277574800039498,737,0.26051560379918587
Transaction_Amount_Level_High + Utilization_Level_Low + Age_Group_Middle,3,0.07267700207366447,736,0.18478260869565216
Utilization_Level_Low + Transaction_Count_Level_Medium + Age_Group_Middle,3,0.07257825614693394,735,0.15374149659863945
Income_Category_$80K - $120K + Marital_Status_Married,2,0.07257825614693394,735,0.1401360544217687
Transaction_Amount_Level_High + Age_Group_Middle + Education_Level_Graduate,3,0.0723807642934729,733,0.07366984993178717
Age_Group_Young + Inactivity_Level_Moderate + Marital_Status_Married,3,0.07198578058655081,729,0.16323731138545952
Inactivity_Level_Moderate + Utilization_Level_Medium + Transaction_Amount_Level_Medium,3,0.07198578058655081,729,0.038408779149519894
Income_Category_$120K +,1,0.07178828873308976,727,0.1733149931224209
Transaction_Amount_Level_High + Utilization_Level_Low + Transaction_Count_Level_High,3,0.07168954280635924,726,0.05647382920110193
Education_Level_Graduate + Inactivity_Level_Moderate + Utilization_Level_Medium,3,0.07149205095289819,724,0.09392265193370165
Utilization_Level_High + Transaction_Count_Level_Medium + Age_Group_Middle,3,0.07149205095289819,724,0.023480662983425413
Utilization_Level_High + Age_Group_Middle + Marital_Status_Single,3,0.07139330502616767,723,0.09266943291839558
Education_Level_College + Inactivity_Level_Moderate,2,0.07129455909943715,722,0.17590027700831026
Utilization_Level_High + Transaction_Count_Level_Medium + Transaction_Amount_Level_Medium,3,0.07129455909943715,722,0.008310249307479225
Age_Group_Middle + Utilization_Level_Medium + Transaction_Amount_Level_Medium,3,0.07099832131924558,719,0.030598052851182198
Education_Level_Graduate + Age_Group_Middle + Marital_Status_Single,3,0.07080082946578453,717,0.17573221757322174
Transaction_Count_Level_Medium + Inactivity_Level_Moderate + Utilization_Level_Medium,3,0.07060333761232349,715,0.07132867132867132
Education_Level_Graduate + Age_Group_Middle + Transaction_Count_Level_High,3,0.07050459168559296,714,0.00980392156862745
Transaction_Amount_Level_High + Inactivity_Level_Moderate + Education_Level_Graduate,3,0.06991211612520984,708,0.10028248587570622
Education_Level_Graduate + Inactivity_Level_Moderate + Transaction_Amount_Level_Medium,3,0.06981337019847932,707,0.08062234794908062
Income_Category_$40K - $60K + Marital_Status_Single,2,0.06951713241828775,704,0.14914772727272727
Income_Category_$40K - $60K + Utilization_Level_High,2,0.06951713241828775,704,0.07244318181818182
Transaction_Count_Level_Medium + Utilization_Level_Medium + Transaction_Amount_Level_Medium,3,0.06941838649155722,703,0.004267425320056899
Transaction_Count_Level_Medium + Age_Group_Middle + Utilization_Level_Medium,3,0.06922089463809618,701,0.04850213980028531
Income_Category_$80K - $120K + Utilization_Level_Low,2,0.06912214871136566,700,0.23142857142857143
Education_Level_Graduate + Inactivity_Level_Moderate + Transaction_Count_Level_High,3,0.06902340278463513,699,0.015736766809728183
Age_Group_Young + Transaction_Count_Level_High,2,0.06892465685790461,698,0.025787965616045846
Utilization_Level_High + Income_Category_Less than $40K + Marital_Status_Single,3,0.06862841907771304,695,0.09640287769784173
Transaction_Count_Level_Low + Education_Level_High School,2,0.06833218129752147,692,0.34971098265895956
Transaction_Amount_Level_High + Age_Group_Young,2,0.06823343537079095,691,0.11432706222865413
Utilization_Level_High + Education_Level_High School,2,0.06813468944406043,690,0.06231884057971015
Education_Level_Graduate + Transaction_Count_Level_Medium + Inactivity_Level_Moderate,3,0.06803594351732992,689,0.09433962264150944
Utilization_Level_Low + Transaction_Count_Level_Medium + Transaction_Amount_Level_Medium,3,0.0679371975905994,688,0.0188953488372093
Education_Level_Unknown + Marital_Status_Married,2,0.0679371975905994,688,0.16279069767441862
Education_Level_Graduate + Inactivity_Level_Few,2,0.06783845166386887,687,0.04512372634643377
Age_Group_Young + Inactivity_Level_Moderate + Transaction_Amount_Level_Low,3,0.06783845166386887,687,0.2547307132459971
Education_Level_Graduate + Income_Category_Less than $40K + Age_Group_Middle,3,0.06773970573713835,686,0.19533527696793002
Age_Group_Middle + Inactivity_Level_Few + Marital_Status_Married,3,0.0675422138836773,684,0.03070175438596491
Utilization_Level_Medium + Transaction_Amount_Level_Low + Marital_Status_Married,3,0.06734472203021626,682,0.1187683284457478
Utilization_Level_Low + Income_Category_Less than $40K + Inactivity_Level_Moderate,3,0.06694973832329416,678,0.42920353982300885
Transaction_Amount_Level_Low + Education_Level_High School,2,0.06694973832329416,678,0.29056047197640117
Age_Group_Middle + Income_Category_Unknown,2,0.06675224646983312,676,0.1849112426035503
Utilization_Level_Low + Inactivity_Level_Few,2,0.0666535005431026,675,0.10518518518518519
Education_Level_High School + Utilization_Level_Medium,2,0.06655475461637207,674,0.09347181008902077
Transaction_Amount_Level_Low + Inactivity_Level_Few,2,0.06645600868964155,673,0.11441307578008915
Utilization_Level_Medium + Transaction_Count_Level_Low + Marital_Status_Married,3,0.06635726276291103,672,0.15178571428571427
Income_Category_Less than $40K + Education_Level_High School,2,0.0662585168361805,671,0.15052160953800298
Age_Group_Middle + Education_Level_Unknown + Inactivity_Level_Moderate,3,0.0662585168361805,671,0.21907600596125187
Utilization_Level_High + Transaction_Count_Level_Low + Marital_Status_Married,3,0.0662585168361805,671,0.17585692995529062
Utilization_Level_Low + Age_Group_Middle + Transaction_Count_Level_High,3,0.06615977090944998,670,0.034328358208955224
Transaction_Amount_Level_High + Education_Level_High School,2,0.06606102498271946,669,0.08520179372197309
Transaction_Count_Level_Low + Age_Group_Middle + Marital_Status_Single,3,0.06606102498271946,669,0.4977578475336323
Transaction_Amount_Level_High + Utilization_Level_High + Income_Category_Less than $40K,3,0.06586353312925841,667,0.010494752623688156
Utilization_Level_High + Transaction_Amount_Level_Low + Marital_Status_Married,3,0.06586353312925841,667,0.13793103448275862
Education_Level_Graduate + Age_Group_Middle + Utilization_Level_Medium,3,0.06586353312925841,667,0.09295352323838081
Education_Level_Uneducated + Age_Group_Middle + Inactivity_Level_Moderate,3,0.06586353312925841,667,0.20239880059970014
Education_Level_High School + Inactivity_Level_Moderate + Marital_Status_Married,3,0.0657647872025279,666,0.17267267267267267
Education_Level_High School + Transaction_Amount_Level_Medium,2,0.0657647872025279,666,0.07807807807807808
Education_Level_Graduate + Utilization_Level_Low + Age_Group_Middle,3,0.06566604127579738,665,0.3007518796992481
Transaction_Count_Level_Medium + Education_Level_High School,2,0.06556729534906686,664,0.08283132530120482
Income_Category_$60K - $80K + Marital_Status_Married,2,0.06527105756887529,661,0.13010590015128592
Transaction_Count_Level_Medium + Utilization_Level_High + Income_Category_Less than $40K,3,0.06497481978868372,658,0.02127659574468085
Utilization_Level_High + Income_Category_Less than $40K + Transaction_Amount_Level_Medium,3,0.06497481978868372,658,0.06231003039513678
Education_Level_High School + Transaction_Count_Level_High,2,0.0648760738619532,657,0.0136986301369863
Utilization_Level_High + Income_Category_Less than $40K + Transaction_Count_Level_High,3,0.06477732793522267,656,0.001524390243902439
Education_Level_Uneducated + Marital_Status_Married,2,0.06477732793522267,656,0.14176829268292682
Education_Level_Graduate + Age_Group_Middle + Transaction_Amount_Level_Medium,3,0.06457983608176163,654,0.05963302752293578
Utilization_Level_Low + Inactivity_Level_Moderate + Transaction_Count_Level_High,3,0.0644810901550311,653,0.05206738131699847
Transaction_Count_Level_Low + Inactivity_Level_Few,2,0.06438234422830058,652,0.1334355828220859
Utilization_Level_Low + Education_Level_High School,2,0.06408610644810901,649,0.3081664098613251
Income_Category_$60K - $80K + Age_Group_Middle + Inactivity_Level_Moderate,3,0.06398736052137849,648,0.15123456790123457
Education_Level_College + Age_Group_Middle,2,0.06369112274118692,645,0.15348837209302327
Transaction_Count_Level_Low + Age_Group_Middle + Utilization_Level_Medium,3,0.06369112274118692,645,0.2589147286821705
Education_Level_Graduate + Utilization_Level_High + Age_Group_Middle,3,0.06329613903426484,641,0.093603744149766
Age_Group_Young + Transaction_Count_Level_Low + Inactivity_Level_Moderate,3,0.06280240940061223,636,0.33647798742138363
Education_Level_Graduate + Transaction_Count_Level_Medium + Age_Group_Middle,3,0.0627036634738817,635,0.07874015748031496
Transaction_Amount_Level_High + Transaction_Count_Level_Medium + Inactivity_Level_Moderate,3,0.06250617162042066,633,0.2812006319115324
Age_Group_Old + Marital_Status_Married,2,0.062407425693690136,632,0.12183544303797468
Transaction_Amount_Level_Low + Age_Group_Middle + Utilization_Level_Medium,3,0.062407425693690136,632,0.2231012658227848
Education_Level_Graduate + Transaction_Count_Level_Medium + Transaction_Amount_Level_Medium,3,0.06220993384022909,630,0.0031746031746031746
Education_Level_Graduate + Transaction_Count_Level_Low + Marital_Status_Married,3,0.06171620420657648,625,0.2688
Income_Category_$40K - $60K + Utilization_Level_Medium,2,0.06171620420657648,625,0.0864
Transaction_Amount_Level_High + Transaction_Count_Level_Medium + Age_Group_Middle,3,0.06161745827984596,624,0.21314102564102563
Education_Level_Graduate + Transaction_Count_Level_Low + Age_Group_Middle,3,0.06161745827984596,624,0.42467948717948717
Age_Group_Young + Income_Category_Less than $40K + Inactivity_Level_Moderate,3,0.06141996642638491,622,0.18810289389067525
Education_Level_Unknown + Marital_Status_Single,2,0.06132122049965439,621,0.1819645732689211
Utilization_Level_Low + Transaction_Count_Level_Low + Marital_Status_Married,3,0.06122247457292387,620,0.5758064516129032
Education_Level_Graduate + Transaction_Amount_Level_Low + Marital_Status_Married,3,0.06102498271946282,618,0.23786407766990292
Income_Category_Less than $40K + Transaction_Count_Level_Low + Marital_Status_Married,3,0.06053125308581021,613,0.36541598694942906
Income_Category_$40K - $60K + Transaction_Count_Level_High,2,0.06043250715907969,612,0.008169934640522876
Inactivity_Level_Moderate + Transaction_Count_Level_High + Transaction_Amount_Level_Medium,3,0.06043250715907969,612,0.0
Transaction_Amount_Level_High + Inactivity_Level_Few + Transaction_Count_Level_High,3,0.06033376123234917,611,0.006546644844517185
Income_Category_$40K - $60K + Transaction_Amount_Level_Low,2,0.060235015305618644,610,0.30327868852459017
Income_Category_$80K - $120K + Transaction_Count_Level_Low,2,0.06013626937888812,609,0.28078817733990147
Income_Category_$80K - $120K + Utilization_Level_Medium,2,0.06013626937888812,609,0.09195402298850575
Income_Category_Less than $40K + Transaction_Count_Level_Low + Age_Group_Middle,3,0.06013626937888812,609,0.5681444991789819
Income_Category_$40K - $60K + Transaction_Amount_Level_High,2,0.05984003159869655,606,0.07920792079207921
Transaction_Amount_Level_Low + Transaction_Count_Level_Low + Education_Level_High School,3,0.05984003159869655,606,0.3102310231023102
Age_Group_Young + Utilization_Level_High + Inactivity_Level_Moderate,3,0.05964253974523551,604,0.09437086092715231
Income_Category_$40K - $60K + Transaction_Count_Level_Low,2,0.059543793818504984,603,0.3548922056384743
Transaction_Amount_Level_Low + Age_Group_Middle + Marital_Status_Single,3,0.059346301965043945,601,0.46755407653910147
Income_Category_$60K - $80K + Utilization_Level_Medium,2,0.059346301965043945,601,0.07986688851913477
Age_Group_Old + Transaction_Count_Level_Low,2,0.05924755603831342,600,0.29
Transaction_Amount_Level_Low + Transaction_Count_Level_Low + Inactivity_Level_Few,3,0.0591488101115829,599,0.12687813021702837
Age_Group_Middle + Education_Level_High School + Marital_Status_Married,3,0.05885257233139133,596,0.16275167785234898
Income_Category_$80K - $120K + Transaction_Amount_Level_Low,2,0.05875382640466081,595,0.23529411764705882
Age_Group_Old + Transaction_Amount_Level_Low,2,0.05875382640466081,595,0.24201680672268908
Age_Group_Middle + Transaction_Count_Level_High + Transaction_Amount_Level_Medium,3,0.058358842697738715,591,0.0
Education_Level_Uneducated + Marital_Status_Single,2,0.05786511306408611,586,0.17406143344709898
Education_Level_Graduate + Transaction_Amount_Level_Low + Age_Group_Middle,3,0.05786511306408611,586,0.39078498293515357
Age_Group_Young + Transaction_Count_Level_Medium + Inactivity_Level_Moderate,3,0.057173891576972447,579,0.1001727115716753
Age_Group_Young + Inactivity_Level_Few,2,0.05707514565024193,578,0.08131487889273356
Transaction_Amount_Level_Low + Income_Category_Less than $40K + Marital_Status_Married,3,0.05697639972351141,577,0.31022530329289427
Income_Category_$40K - $60K + Transaction_Count_Level_Medium,2,0.05677890787005036,575,0.09043478260869565
Income_Category_$40K - $60K + Transaction_Amount_Level_Medium,2,0.05668016194331984,574,0.06620209059233449
Age_Group_Old + Marital_Status_Single,2,0.055988940456206185,567,0.18518518518518517
Utilization_Level_Low + Transaction_Amount_Level_Low + Marital_Status_Married,3,0.05579144860274514,565,0.5380530973451327
Income_Category_$80K - $120K + Marital_Status_Single,2,0.05539646489582305,561,0.16399286987522282
Income_Category_Less than $40K + Inactivity_Level_Moderate + Utilization_Level_Medium,3,0.05539646489582305,561,0.1319073083778966
Income_Category_$40K - $60K + Inactivity_Level_Moderate + Marital_Status_Married,3,0.05539646489582305,561,0.18181818181818182
Education_Level_Graduate + Utilization_Level_High + Income_Category_Less than $40K,3,0.055297718969092524,560,0.1
Age_Group_Old + Transaction_Amount_Level_Low + Transaction_Count_Level_Low,3,0.055001481188900955,557,0.25314183123877915
Income_Category_Less than $40K + Education_Level_Unknown,2,0.05490273526217043,556,0.17266187050359713
Transaction_Count_Level_Medium + Income_Category_Less than $40K + Marital_Status_Single,3,0.05490273526217043,556,0.0683453237410072
Utilization_Level_Low + Age_Group_Young + Inactivity_Level_Moderate,3,0.054803989335439916,555,0.3171171171171171
Transaction_Amount_Level_High + Income_Category_Less than $40K + Marital_Status_Married,3,0.054803989335439916,555,0.05405405405405406
Income_Category_$40K - $60K + Education_Level_Graduate,2,0.05460649748197887,553,0.13924050632911392
Education_Level_Unknown + Transaction_Amount_Level_Medium,2,0.05460649748197887,553,0.07233273056057866
Utilization_Level_Low + Income_Category_Less than $40K + Age_Group_Middle,3,0.05460649748197887,553,0.39783001808318263
Transaction_Amount_Level_High + Age_Group_Middle + Inactivity_Level_Few,3,0.05450775155524835,552,0.007246376811594203
Age_Group_Middle + Inactivity_Level_Few + Transaction_Count_Level_High,3,0.054409005628517824,551,0.0
Age_Group_Young + Inactivity_Level_Moderate + Utilization_Level_Medium,3,0.054409005628517824,551,0.09800362976406533
Inactivity_Level_Moderate + Marital_Status_Single + Education_Level_High School,3,0.05421151377505678,549,0.15846994535519127
Transaction_Amount_Level_High + Income_Category_Less than $40K + Marital_Status_Single,3,0.054112767848326256,548,0.07116788321167883
Income_Category_$40K - $60K + Transaction_Amount_Level_Low + Transaction_Count_Level_Low,3,0.05391527599486521,546,0.32967032967032966
Income_Category_Less than $40K + Marital_Status_Single + Transaction_Amount_Level_Medium,3,0.053717784141404164,544,0.08455882352941177
Income_Category_$80K - $120K + Transaction_Amount_Level_Low + Transaction_Count_Level_Low,3,0.05361903821467365,543,0.2523020257826888
Transaction_Amount_Level_Low + Income_Category_Less than $40K + Age_Group_Middle,3,0.053224054507751556,539,0.5102040816326531
Income_Category_$60K - $80K + Transaction_Amount_Level_Low,2,0.05292781672755999,536,0.22761194029850745
Income_Category_$60K - $80K + Transaction_Count_Level_Low,2,0.05292781672755999,536,0.27611940298507465
Age_Group_Young + Inactivity_Level_Moderate + Transaction_Amount_Level_Medium,3,0.05292781672755999,536,0.09701492537313433
Income_Category_$60K - $80K + Marital_Status_Single,2,0.05243408709390738,531,0.14689265536723164
Education_Level_Graduate + Age_Group_Young + Inactivity_Level_Moderate,3,0.05243408709390738,531,0.18267419962335216
Income_Category_Less than $40K + Marital_Status_Single + Transaction_Count_Level_High,3,0.05223659524044633,529,0.013232514177693762
Marital_Status_Unknown + Age_Group_Middle,2,0.05223659524044633,529,0.16257088846880907
Transaction_Count_Level_Medium + Education_Level_Unknown,2,0.05223659524044633,529,0.09262759924385633
Education_Level_Graduate + Income_Category_Less than $40K + Marital_Status_Married,3,0.05213784931371581,528,0.16856060606060605
Income_Category_$80K - $120K + Inactivity_Level_Moderate + Marital_Status_Married,3,0.05203910338698529,527,0.16888045540796964
Utilization_Level_High + Marital_Status_Single + Transaction_Amount_Level_Medium,3,0.05184161153352424,525,0.049523809523809526
Marital_Status_Divorced + Inactivity_Level_Moderate,2,0.051644119680063195,523,0.1835564053537285
Income_Category_$120K + + Inactivity_Level_Moderate,2,0.051644119680063195,523,0.18546845124282982
Age_Group_Young + Transaction_Count_Level_Low + Marital_Status_Married,3,0.051644119680063195,523,0.1988527724665392
Utilization_Level_Low + Transaction_Count_Level_Medium + Marital_Status_Single,3,0.051644119680063195,523,0.15678776290630975
Transaction_Count_Level_Medium + Inactivity_Level_Few + Transaction_Amount_Level_Medium,3,0.05154537375333267,522,0.0019157088122605363
Education_Level_Uneducated + Income_Category_Less than $40K,2,0.05154537375333267,522,0.1532567049808429
Income_Category_Less than $40K + Transaction_Count_Level_High + Marital_Status_Married,3,0.05154537375333267,522,0.007662835249042145
Income_Category_$120K + + Age_Group_Middle,2,0.05144662782660215,521,0.16506717850287908
Education_Level_Graduate + Utilization_Level_High + Marital_Status_Married,3,0.05144662782660215,521,0.08061420345489444
Income_Category_$80K - $120K + Age_Group_Middle + Marital_Status_Married,3,0.051347881899871634,520,0.14423076923076922
Marital_Status_Unknown + Inactivity_Level_Moderate,2,0.051347881899871634,520,0.2076923076923077
Income_Category_$60K - $80K + Utilization_Level_Low,2,0.051051644119680065,517,0.24758220502901354
Utilization_Level_High + Transaction_Count_Level_Low + Age_Group_Middle,3,0.05095289819294954,516,0.3372093023255814
Age_Group_Middle + Inactivity_Level_Few + Utilization_Level_Medium,3,0.05095289819294954,516,0.01937984496124031
Education_Level_Post-Graduate,1,0.05095289819294954,516,0.17829457364341086
Utilization_Level_Low + Education_Level_Unknown,2,0.05085415226621902,515,0.3067961165048544
Utilization_Level_High + Education_Level_Unknown,2,0.050755406339488496,514,0.08754863813229571
Income_Category_Less than $40K + Age_Group_Middle + Utilization_Level_Medium,3,0.05055791448602745,512,0.125
Utilization_Level_High + Transaction_Count_Level_Medium + Marital_Status_Single,3,0.05045916855929693,511,0.01761252446183953
Education_Level_Graduate + Marital_Status_Married + Utilization_Level_Medium,3,0.05026167670583588,509,0.09430255402750491
Transaction_Count_Level_Low + Education_Level_Unknown,2,0.050162930779105365,508,0.38779527559055116
Age_Group_Old + Income_Category_Less than $40K,2,0.050162930779105365,508,0.15551181102362205
Marital_Status_Divorced + Age_Group_Middle,2,0.05006418485237484,507,0.16173570019723865
Age_Group_Young + Transaction_Amount_Level_Low + Marital_Status_Married,3,0.05006418485237484,507,0.1755424063116371
Utilization_Level_Low + Marital_Status_Single + Transaction_Amount_Level_Medium,3,0.05006418485237484,507,0.126232741617357
Age_Group_Middle + Inactivity_Level_Few + Transaction_Amount_Level_Medium,3,0.04996543892564432,506,0.0
Transaction_Count_Level_Medium + Age_Group_Middle + Inactivity_Level_Few,3,0.04996543892564432,506,0.007905138339920948
Income_Category_Less than $40K + Utilization_Level_High + Transaction_Count_Level_Low,3,0.049866692998913796,505,0.300990099009901
Utilization_Level_High + Transaction_Count_Level_Medium + Marital_Status_Married,3,0.04976794707218327,504,0.025793650793650792
Education_Level_Uneducated + Utilization_Level_Medium,2,0.04976794707218327,504,0.08928571428571429
Education_Level_Uneducated + Transaction_Amount_Level_High,2,0.04976794707218327,504,0.08531746031746032
Education_Level_Uneducated + Utilization_Level_Low,2,0.04966920114545275,503,0.28429423459244535
Transaction_Amount_Level_High + Utilization_Level_High + Marital_Status_Married,3,0.04957045521872223,502,0.01593625498007968
Education_Level_Uneducated + Transaction_Amount_Level_Medium,2,0.04957045521872223,502,0.08167330677290836
Education_Level_Uneducated + Transaction_Count_Level_Medium,2,0.049471709291991704,501,0.059880239520958084
Utilization_Level_Medium + Transaction_Amount_Level_High + Marital_Status_Married,3,0.04937296336526118,500,0.068
Education_Level_Uneducated + Transaction_Count_Level_Low,2,0.04937296336526118,500,0.382
Income_Category_$80K - $120K + Utilization_Level_Low + Inactivity_Level_Moderate,3,0.04927421743853066,499,0.2665330661322645
Transaction_Amount_Level_High + Age_Group_Young + Transaction_Count_Level_High,3,0.04907672558506961,497,0.03621730382293763
Income_Category_Less than $40K + Marital_Status_Married + Transaction_Amount_Level_Medium,3,0.048977979658339096,496,0.10887096774193548
Age_Group_Young + Inactivity_Level_Moderate + Transaction_Count_Level_High,3,0.04887923373160857,495,0.030303030303030304
Income_Category_$40K - $60K + Age_Group_Middle + Marital_Status_Married,3,0.04887923373160857,495,0.1797979797979798
Utilization_Level_High + Income_Category_Less than $40K + Transaction_Amount_Level_Low,3,0.04878048780487805,494,0.2408906882591093
Marital_Status_Married + Income_Category_Unknown,2,0.04868174187814753,493,0.15821501014198783
Transaction_Count_Level_Low + Education_Level_High School + Inactivity_Level_Moderate,3,0.04868174187814753,493,0.39553752535496955
Transaction_Count_Level_Medium + Income_Category_Less than $40K + Marital_Status_Married,3,0.04868174187814753,493,0.07099391480730223
Utilization_Level_High + Marital_Status_Married + Transaction_Amount_Level_Medium,3,0.048582995951417005,492,0.06504065040650407
Age_Group_Young + Education_Level_High School,2,0.048582995951417005,492,0.12804878048780488
Utilization_Level_Medium + Transaction_Count_Level_High + Marital_Status_Married,3,0.04848425002468648,491,0.012219959266802444
Income_Category_$80K - $120K + Transaction_Count_Level_Medium,2,0.04838550409795596,490,0.11428571428571428
Education_Level_Unknown + Utilization_Level_Medium,2,0.04838550409795596,490,0.10816326530612246
Age_Group_Middle + Inactivity_Level_Many,2,0.04818801224449491,488,0.2192622950819672
Transaction_Amount_Level_Low + Education_Level_Unknown,2,0.04818801224449491,488,0.33401639344262296
Transaction_Amount_Level_High + Age_Group_Young + Inactivity_Level_Moderate,3,0.04808926631776439,487,0.12320328542094455
Utilization_Level_High + Transaction_Count_Level_High + Marital_Status_Married,3,0.04799052039103387,486,0.00205761316872428
Education_Level_Uneducated + Transaction_Count_Level_High,2,0.04799052039103387,486,0.03292181069958848
Age_Group_Old + Utilization_Level_High,2,0.04789177446430335,485,0.06597938144329897
Income_Category_$80K - $120K + Transaction_Amount_Level_Medium,2,0.047694282610842305,483,0.049689440993788817
Transaction_Count_Level_Medium + Marital_Status_Single + Utilization_Level_Medium,3,0.047694282610842305,483,0.053830227743271224
Income_Category_$40K - $60K + Marital_Status_Single + Inactivity_Level_Moderate,3,0.04759553668411178,482,0.17634854771784234
Education_Level_Unknown + Transaction_Count_Level_High,2,0.04759553668411178,482,0.02074688796680498
Income_Category_$60K - $80K + Transaction_Amount_Level_Low + Transaction_Count_Level_Low,3,0.04759553668411178,482,0.24896265560165975
Utilization_Level_High + Inactivity_Level_Moderate + Education_Level_High School,3,0.04749679075738126,481,0.08108108108108109
Education_Level_Uneducated + Transaction_Amount_Level_Low,2,0.04749679075738126,481,0.3180873180873181
Education_Level_High School + Inactivity_Level_Moderate + Transaction_Amount_Level_Medium,3,0.04749679075738126,481,0.0893970893970894
Education_Level_Uneducated + Utilization_Level_High,2,0.047398044830650736,480,0.10208333333333333
Age_Group_Middle + Inactivity_Level_Few + Marital_Status_Single,3,0.04729929890392021,479,0.04175365344467641
Income_Category_$40K - $60K + Utilization_Level_High + Inactivity_Level_Moderate,3,0.04720055297718969,478,0.08368200836820083
Income_Category_$80K - $120K + Education_Level_Graduate,2,0.04720055297718969,478,0.1401673640167364
Transaction_Amount_Level_High + Education_Level_Unknown,2,0.04720055297718969,478,0.1108786610878661
Transaction_Amount_Level_Low + Inactivity_Level_Moderate + Education_Level_High School,3,0.04720055297718969,478,0.3305439330543933
Income_Category_$80K - $120K + Utilization_Level_Low + Age_Group_Middle,3,0.04710180705045917,477,0.23689727463312368
Marital_Status_Single + Utilization_Level_Medium + Transaction_Amount_Level_Medium,3,0.047003061123728644,476,0.0273109243697479
Utilization_Level_High + Marital_Status_Single + Transaction_Count_Level_High,3,0.04690431519699812,475,0.0
Transaction_Amount_Level_High + Education_Level_High School + Transaction_Count_Level_High,3,0.0468055692702676,474,0.0189873417721519
Utilization_Level_Medium + Marital_Status_Single + Transaction_Count_Level_High,3,0.04660807741680656,472,0.012711864406779662
Utilization_Level_High + Age_Group_Middle + Transaction_Amount_Level_Low,3,0.04660807741680656,472,0.2817796610169492
Education_Level_College + Age_Group_Middle + Inactivity_Level_Moderate,3,0.04641058556334551,470,0.19148936170212766
Income_Category_Less than $40K + Education_Level_High School + Inactivity_Level_Moderate,3,0.04641058556334551,470,0.17872340425531916
Utilization_Level_Low + Education_Level_High School + Inactivity_Level_Moderate,3,0.04641058556334551,470,0.3446808510638298
Education_Level_College + Marital_Status_Married,2,0.046114347783153944,467,0.15203426124197003
Transaction_Count_Level_Medium + Education_Level_High School + Inactivity_Level_Moderate,3,0.046114347783153944,467,0.1006423982869379
Transaction_Amount_Level_High + Education_Level_Graduate + Marital_Status_Married,3,0.04601560185642342,466,0.07939914163090128
Transaction_Amount_Level_High + Utilization_Level_High + Marital_Status_Single,3,0.045818110002962376,464,0.015086206896551725
Education_Level_Unknown + Inactivity_Level_Moderate + Marital_Status_Married,3,0.045818110002962376,464,0.19827586206896552
Transaction_Amount_Level_High + Utilization_Level_Low + Marital_Status_Single,3,0.04571936407623185,463,0.2224622030237581
Age_Group_Old + Utilization_Level_Medium,2,0.04562061814950133,462,0.11255411255411256
Income_Category_$60K - $80K + Inactivity_Level_Moderate + Marital_Status_Married,3,0.04562061814950133,462,0.15800865800865802
Income_Category_$40K - $60K + Utilization_Level_Low,2,0.045521872222770814,461,0.3600867678958785
Education_Level_High School + Inactivity_Level_Moderate + Utilization_Level_Medium,3,0.04542312629604029,460,0.1
Transaction_Amount_Level_High + Age_Group_Middle + Education_Level_High School,3,0.04532438036930977,459,0.08061002178649238
Transaction_Amount_Level_High + Marital_Status_Single + Utilization_Level_Medium,3,0.04532438036930977,459,0.06971677559912855
Education_Level_High School + Inactivity_Level_Few,2,0.04512688851584872,457,0.0525164113785558
Income_Category_$80K - $120K + Transaction_Amount_Level_High,2,0.04512688851584872,457,0.17067833698030635
Income_Category_$40K - $60K + Age_Group_Young,2,0.04512688851584872,457,0.13129102844638948
Utilization_Level_Low + Transaction_Count_Level_Low + Marital_Status_Single,3,0.0450281425891182,456,0.6666666666666666
Transaction_Amount_Level_High + Utilization_Level_Low + Marital_Status_Married,3,0.044929396662387676,455,0.16703296703296702
Age_Group_Middle + Education_Level_Unknown + Marital_Status_Married,3,0.044929396662387676,455,0.17802197802197803
Education_Level_Uneducated + Inactivity_Level_Moderate + Marital_Status_Married,3,0.044929396662387676,455,0.17142857142857143
Utilization_Level_High + Age_Group_Middle + Inactivity_Level_Few,3,0.044929396662387676,455,0.015384615384615385
Income_Category_$60K - $80K + Transaction_Amount_Level_Medium,2,0.044929396662387676,455,0.04835164835164835
Education_Level_Graduate + Transaction_Count_Level_Medium + Marital_Status_Single,3,0.04483065073565715,454,0.07048458149779736
Age_Group_Middle + Inactivity_Level_Moderate + Income_Category_Unknown,3,0.04483065073565715,454,0.23348017621145375
Income_Category_$60K - $80K + Transaction_Count_Level_Medium,2,0.04473190480892663,453,0.06181015452538632
Transaction_Amount_Level_High + Education_Level_High School + Inactivity_Level_Moderate,3,0.04463315888219611,452,0.10176991150442478
Education_Level_Doctorate,1,0.044534412955465584,451,0.2106430155210643
